file,label,snr_before,snr_after,flat_before,flat_after,hf_before,hf_after
M_1114_09y10m (mp3cut.net)1.mp3,Prolongatio sample,12.1103525,10.515119552612305,0.029316554,0.015852375,0.01861516,0.038172323
M_1114_09y10m (mp3cut.net)11.mp3,Prolongatio sample,16.696814,33.32024002075195,0.07081948,0.034241833,0.021786343,0.041786242
M_1114_09y10m (mp3cut.net)13.mp3,Prolongatio sample,19.575285,38.61927795410156,0.057325695,0.010318425,0.20694005,0.5188597
M_1114_09y10m (mp3cut.net)14.mp3,Prolongatio sample,22.70193,37.76942443847656,0.07445894,0.01570102,0.04278086,0.10058602
M_1114_09y10m (mp3cut.net)3.mp3,Prolongatio sample,11.995812,19.315147399902344,0.05653508,0.009130636,0.31440195,0.6340339
M_1114_09y10m (mp3cut.net)5.mp3,Prolongatio sample,23.752623,39.92597579956055,0.014426912,0.0059536467,0.0044176755,0.011727356
M_1114_09y10m (mp3cut.net)7.mp3,Prolongatio sample,8.579989,8.03382682800293,0.010667465,0.009311869,0.009236797,0.025655605
pro1.mp3,Prolongatio sample,22.443138,22.722253799438477,0.012184036,0.007558198,0.002779054,0.010695625
pro4.mp3,Prolongatio sample,9.112084,16.76151466369629,0.04513133,0.016567936,0.19414246,0.18811396
prolong (17).mp3,Prolongatio sample,15.49184,14.05992603302002,0.0022698545,0.0015571249,0.0013566896,0.004814658
prolong (22).mp3,Prolongatio sample,5.572464,6.87094259262085,0.0011249401,0.0006646394,0.00050275127,0.0032814927
prolong (3).mp3,Prolongatio sample,16.175718,18.41799545288086,0.014324302,0.011920117,0.0004905393,0.00057685556
prolong (4).mp3,Prolongatio sample,6.1378245,7.624935150146484,0.0055929325,0.00803135,0.003514206,0.0056656045
F_0101_10y4m_1 (mp3cut.net)1.mp3,syllable repetition,13.293046,22.143524169921875,0.03420619,0.035382513,0.012472236,0.015011811
F_0101_15y2m_1 (mp3cut.net) (1).mp3,syllable repetition,25.061985,35.7818603515625,0.022684706,0.013471189,0.0008986755,0.0018651002
F_0101_15y2m_1 (mp3cut.net)1.mp3,syllable repetition,25.226023,44.970619201660156,0.03732522,0.011273846,0.014958196,0.050461095
F_0128_7y9m_1 (mp3cut.net)2.mp3,syllable repetition,26.320831,43.907894134521484,0.017286671,0.01495614,0.002679571,0.007764465
F_0558_10y0m_1 (mp3cut.net)1.mp3,syllable repetition,14.1125,20.438343048095703,0.023181727,0.01787539,0.011239754,0.0262246
F_0811_10y4m_1 (mp3cut.net)1.mp3,syllable repetition,14.831665,34.695274353027344,0.057908144,0.035691578,0.58265233,0.70131636
F_0811_10y6m_1 (mp3cut.net)2.mp3,syllable repetition,12.240789,32.64777755737305,0.014039914,0.01521282,0.037455786,0.07536372
F_0988_12y8m_1 (mp3cut.net)2.mp3,syllable repetition,19.363176,34.551307678222656,0.050612297,0.012430969,0.09416291,0.30560806
F_0988_13y6m_1 (mp3cut.net)1.mp3,syllable repetition,17.50128,41.061302185058594,0.034639098,0.00845343,0.025900679,0.03805194
F_1116_09y6m_1 (mp3cut.net)1.mp3,syllable repetition,22.104158,41.353336334228516,0.0050019156,0.0051582586,0.0013628799,0.0038176186
F_1116_09y6m_1 (mp3cut.net)3.mp3,syllable repetition,19.378075,48.75823211669922,0.03282375,0.008296475,0.019872878,0.041683614
F_1116_09y6m_1 (mp3cut.net)7.mp3,syllable repetition,14.261175,43.65239715576172,0.02114356,0.010937223,0.05971127,0.13930288
F_1116_09y6m_1 (mp3cut.net)8.mp3,syllable repetition,20.373497,52.25352478027344,0.015457224,0.007902465,0.009685027,0.023515174
M_0017_9y4m_1 (mp3cut.net)1.mp3,syllable repetition,22.651777,30.21156120300293,0.06085402,0.046486843,0.01309018,0.014860469
M_0025_11y10m_1 (mp3cut.net)2.mp3,syllable repetition,7.0318885,53.38096618652344,0.006424645,0.019714618,0.0014047826,0.0043974123
M_0028_15y11m_1 (mp3cut.net)2.mp3,syllable repetition,18.41613,42.190555572509766,0.015449636,0.01419601,0.006046731,0.010353953
M_0030_12y1m_2 (mp3cut.net)1.mp3,syllable repetition,20.267544,24.655378341674805,0.0011250372,0.00053272746,0.0006642621,0.0015730347
M_0030_12y1m_2 (mp3cut.net)2.mp3,syllable repetition,14.423721,26.088571548461914,0.012328623,0.008399459,0.033656858,0.10588077
M_0030_12y1m_2 (mp3cut.net)3.mp3,syllable repetition,12.826654,19.897348403930664,0.0060012243,0.004296952,0.056800168,0.13868232
M_0030_12y7m_1 (mp3cut.net)1.mp3,syllable repetition,16.912996,32.606807708740234,0.0053530084,0.0070487144,0.0056952154,0.008095898
M_0030_12y7m_1 (mp3cut.net)2.mp3,syllable repetition,10.271,14.654224395751953,0.029164853,0.008944964,0.019808358,0.06128302
M_0030_12y7m_1 (mp3cut.net)3.mp3,syllable repetition,14.815332,25.417030334472656,0.028658833,0.00949636,0.061179962,0.17657812
M_0030_12y7m_1 (mp3cut.net)4.mp3,syllable repetition,14.394451,29.587615966796875,0.0020354078,0.0031793674,0.0009471918,0.0010338103
M_0030_12y7m_1 (mp3cut.net)5.mp3,syllable repetition,9.251801,26.95290756225586,0.026205909,0.0147205945,0.12715028,0.26121616
M_0048_11y1m_1 (mp3cut.net).mp3,syllable repetition,27.260368,32.06299591064453,0.062081903,0.058117937,0.019586222,0.024936445
M_0053_10y2m_1 (mp3cut.net)1.mp3,syllable repetition,23.196085,34.59012222290039,0.038639735,0.008244187,0.3145789,0.47419423
M_0053_11y1m_1 (mp3cut.net)3.mp3,syllable repetition,20.941572,31.391794204711914,0.08770034,0.05399148,0.09250804,0.10003239
M_0053_11y1m_1 (mp3cut.net)5.mp3,syllable repetition,33.720177,46.96388244628906,0.07668003,0.027886719,0.003135989,0.00372261
M_0053_11y1m_1 (mp3cut.net)6.mp3,syllable repetition,24.210583,33.82707214355469,0.029633716,0.017556818,0.025803545,0.07098323
M_0053_11y1m_1 (mp3cut.net)7.mp3,syllable repetition,32.701183,47.212379455566406,0.06694852,0.04128074,0.022263804,0.024235973
M_0061_14y1m_1 (mp3cut.net)4.mp3,syllable repetition,26.458637,61.83850860595703,0.010971083,0.0064199497,0.006452234,0.00852351
M_0061_14y1m_1 (mp3cut.net)5.mp3,syllable repetition,28.268244,49.81296157836914,0.033971347,0.015020818,0.0038834696,0.004293466
M_0061_14y3m_1 (mp3cut.net)1.mp3,syllable repetition,19.157001,35.41387939453125,0.022011114,0.016885305,0.0032573638,0.006749248
M_0061_14y3m_1 (mp3cut.net)2.mp3,syllable repetition,26.403606,67.07625579833984,0.029575707,0.024232635,0.036383495,0.039873227
M_0061_14y3m_1 (mp3cut.net)4.mp3,syllable repetition,27.510893,64.9363784790039,0.0405741,0.021103257,0.036086407,0.058584724
M_0061_14y3m_1 (mp3cut.net)5.mp3,syllable repetition,32.482338,62.1748161315918,0.019956445,0.019940251,0.008451138,0.015716419
M_0061_14y3m_1 (mp3cut.net)6.mp3,syllable repetition,32.371857,72.13257598876953,0.021620372,0.02656251,0.1002564,0.123059146
M_0061_14y3m_1 (mp3cut.net)8.mp3,syllable repetition,29.431454,75.66751098632812,0.01200855,0.08718751,0.017272042,0.022961903
M_0061_14y3m_1 (mp3cut.net)9.mp3,syllable repetition,28.74023,49.07612228393555,0.012674997,0.007235575,0.015908929,0.030251326
M_0061_14y7m_1 (mp3cut.net) (1).mp3,syllable repetition,41.87047,74.25823974609375,0.04773163,0.03092453,0.019402951,0.030938223
M_0061_14y7m_1 (mp3cut.net)10.mp3,syllable repetition,42.628292,71.0273666381836,0.06276693,0.040502798,0.036032997,0.04234533
M_0061_14y7m_1 (mp3cut.net)11.mp3,syllable repetition,42.457962,74.70719146728516,0.026054777,0.09765805,0.006357965,0.0077887354
M_0061_14y7m_1 (mp3cut.net)14.mp3,syllable repetition,39.61456,80.65087127685547,0.059260946,0.11529006,0.052043095,0.065964386
M_0061_14y7m_1 (mp3cut.net)4.mp3,syllable repetition,42.20479,74.34687042236328,0.063813925,0.031992666,0.029139332,0.038327605
M_0061_14y7m_1 (mp3cut.net)5.mp3,syllable repetition,38.85953,69.57890319824219,0.03057998,0.02480658,0.0058369124,0.0063089486
M_0061_14y7m_1 (mp3cut.net)8.mp3,syllable repetition,38.70555,77.75009155273438,0.07601136,0.10342158,0.050641682,0.06461569
M_0061_14y7m_1 (mp3cut.net)9.mp3,syllable repetition,39.186047,76.57252502441406,0.049778428,0.07833746,0.023706924,0.031632338
M_0061_14y8m_1 (mp3cut.net)4.mp3,syllable repetition,31.12834,71.48736572265625,0.02919166,0.02515145,0.013437913,0.016389715
M_0061_16y9m-1 (mp3cut.net)2.mp3,syllable repetition,22.455975,46.33649826049805,0.032275252,0.0134621635,0.014955249,0.032287356
M_0061_16y9m-1 (mp3cut.net)3.mp3,syllable repetition,22.51914,48.306007385253906,0.020418972,0.008089845,0.007199371,0.013290716
M_0061_16y9m-1 (mp3cut.net)5.mp3,syllable repetition,20.817728,32.25724792480469,0.018141279,0.009280988,0.0077638607,0.021781232
M_0061_18y5m_1 (mp3cut.net) (20).mp3,syllable repetition,17.577053,35.932594299316406,0.025148906,0.011616033,0.004712565,0.013740782
M_0061_18y5m_1 (mp3cut.net) (3).mp3,syllable repetition,17.764805,24.294965744018555,0.008070809,0.014605818,0.00072700105,0.0005528552
M_0061_18y5m_1 (mp3cut.net)3.mp3,syllable repetition,18.128214,46.15155792236328,0.028053096,0.012716643,0.006016832,0.011032359
M_0061_18y5m_1 (mp3cut.net)7.mp3,syllable repetition,20.370028,48.131195068359375,0.044877727,0.010406615,0.017477704,0.043653127
M_0078_12y4m_1 (mp3cut.net)3.mp3,syllable repetition,17.336004,26.681007385253906,0.00081092917,0.00028571291,0.00078444055,0.0015032439
M_0078_12y4m_1 (mp3cut.net)4.mp3,syllable repetition,20.00732,29.6633358001709,0.0052901064,0.008264506,0.0014693314,0.002852409
M_0078_12y4m_1 (mp3cut.net)5.mp3,syllable repetition,24.313316,66.3843002319336,0.018229859,0.024468886,0.015944036,0.026233707
M_0078_12y4m_1 (mp3cut.net)6.mp3,syllable repetition,17.166975,33.854427337646484,0.02482439,0.0090724025,0.03394412,0.072078556
M_0078_14y4m_1 (mp3cut.net)1.mp3,syllable repetition,20.326149,43.957298278808594,0.0013119066,0.0018986032,9.12642e-05,9.843563e-05
M_0078_14y4m_1 (mp3cut.net)10.mp3,syllable repetition,26.84514,52.72145080566406,0.0150920795,0.012563861,0.0007983439,0.00087906135
M_0078_14y4m_1 (mp3cut.net)2.mp3,syllable repetition,18.84774,24.40788459777832,0.019882075,0.008637752,0.0027997426,0.0041423654
M_0078_14y4m_1 (mp3cut.net)4.mp3,syllable repetition,31.034664,73.75939178466797,0.010861331,0.052036226,0.0012401586,0.0014062445
M_0078_14y4m_1 (mp3cut.net)5.mp3,syllable repetition,34.136177,63.933197021484375,0.014861609,0.008200747,0.0040640743,0.005186488
M_0078_14y4m_1 (mp3cut.net)7.mp3,syllable repetition,30.106358,53.38085174560547,0.012907654,0.005822816,0.0012035196,0.001963062
M_0078_14y4m_1 (mp3cut.net)8.mp3,syllable repetition,25.916656,49.689720153808594,0.003945125,0.0036756676,0.0009910911,0.0010143287
M_0091_11y4m_1 (mp3cut.net) (5).mp3,syllable repetition,27.033901,44.76117706298828,0.021724714,0.0056365347,0.024235958,0.057332676
M_0098_07y8m_1 (mp3cut.net) (3).mp3,syllable repetition,14.264214,15.148307800292969,0.039457057,0.033822022,0.023275197,0.032445677
M_0102_9y5m_1 (mp3cut.net)1.mp3,syllable repetition,17.186302,48.94789123535156,0.019750789,0.010161471,0.03991292,0.10437379
M_0102_9y5m_1 (mp3cut.net)4.mp3,syllable repetition,7.21788,7.266192436218262,0.014998829,0.0108853765,0.04332399,0.13634509
M_0102_9y5m_1 (mp3cut.net)5.mp3,syllable repetition,6.175061,7.854622840881348,0.0019745543,0.0026021546,0.001006489,0.0031270485
M_0102_9y5m_1 (mp3cut.net)6.mp3,syllable repetition,13.823194,21.268939971923828,0.005597256,0.008455663,0.0034019647,0.008077662
M_0104_10y3m_1 (mp3cut.net)4.mp3,syllable repetition,13.236346,21.486948013305664,0.03315869,0.013352459,0.112797156,0.21946026
M_0104_10y3m_1 (mp3cut.net)5.mp3,syllable repetition,27.215603,41.49394607543945,0.03432908,0.011198793,0.019507222,0.03066546
M_0104_10y3m_1 (mp3cut.net)8.mp3,syllable repetition,15.266663,20.392024993896484,0.021610403,0.0056251734,0.0058118333,0.03513819
M_0104_12y1m_1 (mp3cut.net)1.mp3,syllable repetition,20.948307,38.656314849853516,0.017017854,0.0006656863,0.0029957416,0.007667919
M_0104_12y7m_1 (mp3cut.net)4.mp3,syllable repetition,23.74868,55.70696258544922,0.01255257,0.002362722,0.056776866,0.15907323
M_0104_12y8m_1 (mp3cut.net)1.mp3,syllable repetition,21.988255,35.664100646972656,0.02649315,0.01198106,0.0021824942,0.0069689355
M_0104_12y8m_1 (mp3cut.net)4.mp3,syllable repetition,16.351892,44.93888473510742,0.044495367,0.024929361,0.08948171,0.19635274
M_0104_12y8m_1 (mp3cut.net)6.mp3,syllable repetition,20.188656,46.45664978027344,0.038902372,0.014223333,0.21596822,0.5973173
M_0112_10y6m_1 (mp3cut.net)1.mp3,syllable repetition,15.75812,31.21190071105957,0.019634023,0.012615774,0.0007357134,0.0033843128
M_0112_10y6m_1 (mp3cut.net)4.mp3,syllable repetition,19.991444,35.3194465637207,0.029555757,0.016218143,0.020882381,0.048699394
M_0112_10y6m_1 (mp3cut.net)5.mp3,syllable repetition,11.202366,27.739337921142578,0.0067511373,0.006509959,0.00025371823,0.00034413766
M_0112_10y6m_1 (mp3cut.net)6.mp3,syllable repetition,23.81533,38.31418991088867,0.024542727,0.020139035,0.003205128,0.005712927
M_0112_10y6m_1 (mp3cut.net)7.mp3,syllable repetition,19.228025,41.76711654663086,0.02019261,0.0075975284,0.012112432,0.01719149
M_0121_11y1m_1 (mp3cut.net)1.mp3,syllable repetition,25.094109,33.8570442199707,0.043884706,0.016188625,0.018809933,0.04479111
M_0121_11y1m_1 (mp3cut.net)3.mp3,syllable repetition,17.356674,21.57504653930664,0.005003363,0.0012521553,0.0014556141,0.005653755
M_0121_11y1m_1 (mp3cut.net)4.mp3,syllable repetition,15.97678,17.34388542175293,0.025925592,0.01713722,0.009417593,0.015352594
M_0121_11y1m_1 (mp3cut.net)5.mp3,syllable repetition,27.841057,51.86432647705078,0.0217272,0.014429909,0.0020398686,0.0035951615
M_0121_11y1m_1 (mp3cut.net)6.mp3,syllable repetition,26.184462,42.14513397216797,0.0145042185,0.0147438,0.0025487815,0.007180349
M_0132_12y11m_1 (mp3cut.net)11.mp3,syllable repetition,18.457815,25.020849227905273,0.0029108762,0.0019788365,0.0037723356,0.008577436
M_0132_12y11m_1 (mp3cut.net)3.mp3,syllable repetition,12.078525,21.487266540527344,0.023382585,0.0019484435,0.0044775256,0.0074743424
M_0132_12y11m_1 (mp3cut.net)4.mp3,syllable repetition,13.0336895,18.72151756286621,0.026214778,0.012462511,0.0013111174,0.0020798526
M_0132_12y11m_1 (mp3cut.net)5.mp3,syllable repetition,14.324088,15.790641784667969,0.034557972,0.01260752,0.0061916546,0.023135714
M_0132_12y11m_1 (mp3cut.net)9.mp3,syllable repetition,19.041746,36.834693908691406,0.0217824,0.011155906,0.0014799398,0.0041981637
M_0138_12y2m_1 (mp3cut.net) (3).mp3,syllable repetition,21.942097,28.38845443725586,0.05789009,0.009668158,0.41741773,0.48428458
M_0210_11y3m_1 (mp3cut.net)2.mp3,syllable repetition,13.117204,18.276058197021484,0.033623792,0.018279983,0.045378495,0.0780351
M_0210_11y3m_1 (mp3cut.net)3.mp3,syllable repetition,23.424227,35.41501998901367,0.021694472,0.00791986,0.0015832266,0.005448437
M_0210_11y3m_1 (mp3cut.net)4.mp3,syllable repetition,17.247337,29.3358211517334,0.04527757,0.021661483,0.04062485,0.10654707
M_0210_11y3m_1 (mp3cut.net)6.mp3,syllable repetition,22.29092,24.598236083984375,0.06211509,0.031045092,0.0026636452,0.005422515
M_0210_11y3m_1 (mp3cut.net)7.mp3,syllable repetition,20.648869,27.20583152770996,0.11216829,0.08707022,0.0054739946,0.0070855035
M_0210_11y3m_1 (mp3cut.net)8.mp3,syllable repetition,21.909477,31.139568328857422,0.090412274,0.04933349,0.0048784,0.0053230366
M_0213_10y10m_1 (mp3cut.net) (1).mp3,syllable repetition,22.879608,35.14283752441406,0.015264762,0.010456438,0.00065497594,0.0010173541
M_0213_10y10m_1 (mp3cut.net) (10).mp3,syllable repetition,27.721567,44.87189483642578,0.021447398,0.008941247,0.00014715086,0.00019850899
M_0213_10y10m_1 (mp3cut.net) (2).mp3,syllable repetition,25.16237,38.9014892578125,0.036989126,0.019559871,0.0008742996,0.0011951037
M_0214_09y4m_1 (mp3cut.net)1.mp3,syllable repetition,13.288277,17.323020935058594,0.0076330598,0.0027874804,0.018262854,0.116140395
M_0214_09y4m_1 (mp3cut.net)10.mp3,syllable repetition,19.290163,22.174341201782227,0.02811965,0.006245401,0.12119748,0.2784418
M_0214_09y4m_1 (mp3cut.net)11.mp3,syllable repetition,21.084492,26.99132537841797,0.026944503,0.0066831284,0.06451317,0.18270852
M_0214_09y4m_1 (mp3cut.net)2.mp3,syllable repetition,22.302135,31.67830467224121,0.024948787,0.006807081,0.023736618,0.04356917
M_0214_09y4m_1 (mp3cut.net)3.mp3,syllable repetition,12.465067,14.661017417907715,0.0015425105,0.0014907782,0.0011659528,0.002243813
M_0214_09y4m_1 (mp3cut.net)4.mp3,syllable repetition,14.466964,15.400896072387695,0.011065161,0.0041033174,0.0152356075,0.032793663
M_0214_09y4m_1 (mp3cut.net)5.mp3,syllable repetition,18.305765,24.038522720336914,0.024622094,0.02176378,0.012752784,0.020227259
M_0214_09y4m_1 (mp3cut.net)7.mp3,syllable repetition,8.99486,15.198098182678223,0.017628852,0.0011023217,0.0008371218,0.0019770514
M_0214_09y4m_1 (mp3cut.net)8.mp3,syllable repetition,29.743519,41.30149841308594,0.015064274,0.010046692,0.0008127136,0.0010213695
M_0214_09y4m_1 (mp3cut.net)9.mp3,syllable repetition,23.129427,21.13677978515625,0.027005,0.00370336,0.0013013583,0.0039998684
M_0253_14y6m_1 (mp3cut.net) (2).mp3,syllable repetition,10.394317,26.137359619140625,0.026958825,0.013920749,0.0047542374,0.0048643225
M_0553_11y0m_1 (mp3cut.net)6.mp3,syllable repetition,9.003721,52.35380172729492,0.011673456,0.029039167,0.00928399,0.015737165
M_0556_07y8m_1 (mp3cut.net)2.mp3,syllable repetition,14.308537,33.8173828125,0.019858468,0.006815526,0.034716014,0.14057612
M_0556_07y8m_1 (mp3cut.net)4.mp3,syllable repetition,20.548138,31.940366744995117,0.0111119365,0.014551816,0.00055604096,0.00074967305
M_0556_08y0m_1 (mp3cut.net)1.mp3,syllable repetition,21.775963,31.156862258911133,0.018408578,0.005160695,0.0007762263,0.0027425564
M_0760_12y3m_1 (mp3cut.net)1.mp3,syllable repetition,21.909088,67.26778411865234,0.022579147,0.01292028,0.08486591,0.27615693
M_0760_12y3m_1 (mp3cut.net)2 - Copy.mp3,syllable repetition,15.315098,26.191184997558594,0.011537207,0.0041054063,0.007441759,0.020827813
M_0760_12y3m_1 (mp3cut.net)2.mp3,syllable repetition,15.315098,26.191184997558594,0.011537207,0.0041054063,0.007441759,0.020827813
M_0814_14y5m_1 (mp3cut.net) (2).mp3,syllable repetition,17.32417,73.3900146484375,0.021734215,0.045082837,0.003811849,0.0037352396
M_0819_11y11m_1 (mp3cut.net)11.mp3,syllable repetition,15.094142,37.31390380859375,0.014004103,0.0047060247,0.0021776988,0.009484992
M_0819_11y11m_1 (mp3cut.net)6.mp3,syllable repetition,19.3548,36.01542663574219,0.01911362,0.015889222,0.0035810156,0.010661035
M_0821_10y1m_1 (mp3cut.net)2.mp3,syllable repetition,8.411549,16.553356170654297,0.016945325,0.009986658,0.025260007,0.083312884
M_0821_10y1m_1 (mp3cut.net)4.mp3,syllable repetition,11.313934,32.44561767578125,0.03176952,0.0069531,0.041727133,0.1042046
M_0821_10y1m_1 (mp3cut.net)9.mp3,syllable repetition,12.937306,37.95735168457031,0.026095692,0.010957796,0.0020177015,0.004331314
M_0880_13y4m_1 (mp3cut.net) (2).mp3,syllable repetition,22.066286,33.75414276123047,0.05881163,0.018970728,0.075569704,0.18649203
M_0991_07y6m_1 (mp3cut.net)2.mp3,syllable repetition,7.366278,7.928680419921875,0.007445248,0.0051645422,0.015272634,0.029190421
M_0991_08y4m_1 (mp3cut.net)1.mp3,syllable repetition,22.519684,39.4451789855957,0.025088873,0.0086031975,0.0010652309,0.0028452582
M_1011_13y10m_1 (mp3cut.net)1.mp3,syllable repetition,21.246239,27.975284576416016,0.012421835,0.007060961,0.004886763,0.0066137468
M_1011_13y10m_1 (mp3cut.net)3.mp3,syllable repetition,26.174683,37.363868713378906,0.017196119,0.011864113,0.0013592201,0.0012355098
M_1017_12y5m_1 (mp3cut.net) (1).mp3,syllable repetition,19.550241,42.77417755126953,0.023310611,0.010040034,0.03290234,0.06173077
M_1017_12y5m_1 (mp3cut.net) (2).mp3,syllable repetition,20.35779,49.82609176635742,0.0090517895,0.0031250876,0.039463155,0.13088045
M_1017_12y5m_1 (mp3cut.net) (3).mp3,syllable repetition,21.819927,38.64867401123047,0.0076187523,0.0059512383,0.01212089,0.03175014
M_1017_12y5m_1 (mp3cut.net)1.mp3,syllable repetition,17.017773,40.67657470703125,0.004996667,0.004248531,0.006659958,0.02022361
M_1064_47y0m_1 (mp3cut.net)1.mp3,syllable repetition,25.929632,41.63814926147461,0.04111123,0.025986956,0.01562942,0.024903266
M_1097_26y0m_1 (mp3cut.net) (1).mp3,syllable repetition,19.365133,36.62395477294922,0.033089656,0.021377634,0.0053981408,0.009242991
M_1097_26y0m_1 (mp3cut.net) (2).mp3,syllable repetition,18.48402,25.313501358032227,0.05418031,0.024857527,0.012523807,0.012306512
M_1100_28y0m_1 (mp3cut.net)3.mp3,syllable repetition,24.896334,72.41947937011719,0.03639073,0.02679089,0.020441715,0.034221657
M_1101_35y0m_1 (mp3cut.net)1.mp3,syllable repetition,17.970446,38.51070785522461,0.06416856,0.018231476,0.1532656,0.27300993
M_1101_35y0m_1 (mp3cut.net)3.mp3,syllable repetition,23.053719,36.776222229003906,0.04647876,0.033120934,0.0073949243,0.0065770783
M_1103_20y0m_1 (mp3cut.net)12.mp3,syllable repetition,2.5093915,13.792459487915039,0.004654136,0.011647946,0.004857759,0.0088630365
M_1103_20y0m_1 (mp3cut.net)13.mp3,syllable repetition,4.412529,25.911300659179688,0.035437774,0.018557867,0.04127637,0.064697
M_1103_20y0m_1 (mp3cut.net)14.mp3,syllable repetition,2.9299393,33.737770080566406,0.022178328,0.016696012,0.012175206,0.028727189
M_1103_20y0m_1 (mp3cut.net)3.mp3,syllable repetition,1.7448997,6.962931156158447,0.0020502764,0.0034144737,0.0016858596,0.0033637804
M_1104_40y0m_1 (mp3cut.net)2.mp3,syllable repetition,2.4059918,70.99015045166016,0.0024852753,0.035541244,0.0037681758,0.010677393
M_1104_40y0m_1 (mp3cut.net)3.mp3,syllable repetition,3.0957696,24.46965980529785,0.0148158055,0.008695583,0.0014370371,0.002901898
M_1104_40y0m_1 (mp3cut.net)4.mp3,syllable repetition,0.8338839,37.92023468017578,0.00054758636,0.018778313,0.00048176787,0.0022750022
M_1104_40y0m_1 (mp3cut.net)5.mp3,syllable repetition,1.8159988,38.47101593017578,0.009611754,0.028787017,0.001355627,0.0034951733
M_1105_21y0m_1  (mp3cut.net)18.mp3,syllable repetition,23.174515,37.167266845703125,0.0038274636,0.0042855665,0.00062128546,0.00063951884
M_1105_21y0m_1  (mp3cut.net)24.mp3,syllable repetition,24.65534,66.96138763427734,0.0024918888,0.0121489465,0.00029077777,0.00035406134
M_1105_21y0m_1  (mp3cut.net)31.mp3,syllable repetition,18.54195,64.90863800048828,0.0037370943,0.0629158,0.00037286882,0.00033933675
M_1105_21y0m_1  (mp3cut.net)33.mp3,syllable repetition,26.35281,54.52248001098633,0.0034438404,0.0026602393,0.00033748473,0.00049965375
M_1105_21y0m_1  (mp3cut.net)34.mp3,syllable repetition,26.588848,56.10203552246094,0.0040309755,0.0035977103,0.00030783875,0.00031950654
M_1105_21y0m_1  (mp3cut.net)35.mp3,syllable repetition,22.093628,68.095703125,0.0082919,0.029199854,0.00040712018,0.00051649846
M_1105_21y0m_1  (mp3cut.net)37.mp3,syllable repetition,23.43173,61.05023956298828,0.0029301962,0.009006517,0.00035460386,0.00048304338
M_1105_21y0m_1 (1) (mp3cut.net)39.mp3,syllable repetition,23.604584,61.27046203613281,0.0027609533,0.007305517,0.0003389545,0.00048290702
M_1105_21y0m_1 (1) (mp3cut.net)41.mp3,syllable repetition,23.993711,61.34921646118164,0.0034522184,0.0065276944,0.00032339053,0.00036847845
M_1105_21y0m_1 (1) (mp3cut.net)43.mp3,syllable repetition,28.55989,71.62989807128906,0.003305828,0.013650315,0.00046099236,0.0008411774
M_1105_21y0m_1 (mp3cut.net)1.mp3,syllable repetition,26.113798,66.93047332763672,0.008831367,0.007220213,0.00026884218,0.00039322558
M_1105_21y0m_1 (mp3cut.net)14.mp3,syllable repetition,26.356876,58.81614685058594,0.0021056694,0.0047953017,0.0003313249,0.00040864176
M_1105_21y0m_1 (mp3cut.net)19.mp3,syllable repetition,19.16212,37.497859954833984,0.0037241727,0.0026508279,0.0006089907,0.0007057246
M_1105_21y0m_1 (mp3cut.net)3.mp3,syllable repetition,24.860615,52.596588134765625,0.0026655649,0.0030509813,0.00039713556,0.00040718238
M_1105_21y0m_1 (mp3cut.net)4.mp3,syllable repetition,10.601903,33.963951110839844,0.00052771345,0.001533826,0.00020804617,0.00030854778
M_1105_21y0m_1 (mp3cut.net)5.mp3,syllable repetition,28.162611,69.56324768066406,0.0033434436,0.027176905,0.0002413166,0.00030200963
M_1107_38y0m_1 (mp3cut.net)1 (2).mp3,syllable repetition,26.865509,41.9150505065918,0.047289286,0.01507008,0.020846838,0.06431472
M_1107_38y0m_1 (mp3cut.net)2.mp3,syllable repetition,30.838814,56.65955352783203,0.037821632,0.06500175,0.004023508,0.0055791833
M_1107_38y0m_1 (mp3cut.net)3.mp3,syllable repetition,28.974745,65.77843475341797,0.036212735,0.018161448,0.00095381774,0.001045155
M_1107_38y0m_1 (mp3cut.net)5.mp3,syllable repetition,28.977322,51.56060791015625,0.034382075,0.024595894,0.0047060186,0.005251935
M_1107_38y0m_1 (mp3cut.net)6.mp3,syllable repetition,26.476442,39.274864196777344,0.043970097,0.017522993,0.0022108671,0.0032113057
M_1112_09y9m (mp3cut.net)3.mp3,syllable repetition,12.647785,27.274940490722656,0.021979932,0.005327641,0.041683,0.068434164
M_1114_09y10m (mp3cut.net)10.mp3,syllable repetition,20.954592,36.45176696777344,0.009549335,0.008793835,0.003560709,0.01036642
M_1114_09y10m (mp3cut.net)12.mp3,syllable repetition,16.772572,21.13079833984375,0.012237984,0.008260073,0.0068002185,0.019525586
M_1114_09y10m (mp3cut.net)4.mp3,syllable repetition,18.097834,30.372209548950195,0.042464882,0.011382993,0.017818598,0.046996802
M_1114_09y10m (mp3cut.net)6.mp3,syllable repetition,21.66375,40.16904830932617,0.018928252,0.004985634,0.02949841,0.18847272
M_1114_09y10m (mp3cut.net)8.mp3,syllable repetition,8.711782,7.911145210266113,0.018336216,0.018207723,0.009087099,0.024499103
M_1114_09y10m (mp3cut.net)9.mp3,syllable repetition,22.278732,39.98639678955078,0.04812214,0.007078757,0.30436465,0.46003607
M_1206_12y3m_1 (mp3cut.net) (3).mp3,syllable repetition,22.724516,47.824893951416016,0.021284737,0.006203701,0.0037966946,0.014853924
